causa,nivel,frecuencia,nivel_probabilidad,origen
HIPERTENSIÓN PULMONAR PRIMARIA,1,970.0,0.4223431425162799,modelo
DEFORMIDAD DE DEDO(S) DE LA MANO,2,965.0,0.4576596613072848,modelo
OTROS TRASTORNOS ESPECIFICADOS DE LOS MÚSCULOS,1,961.0,0.4419946588838425,modelo
OTROS CARCINOMAS IN SITU DE LA MAMA,2,954.0,0.4788679457577001,modelo
"CAÍDA EN O DESDE ESCALERAS MANUALES, VIVIENDA",2,952.0,0.3923030073478219,modelo
PROCTITIS (CRÓNICA) ULCERATIVA,3,952.0,0.37682543235294474,modelo
DETENCIÓN DEL CRECIMIENTO EPIFISARIO,2,952.0,0.47573436020665627,modelo
OTRAS ENFERMEDADES ESPECIFICADAS DEL ESÓFAGO,1,946.0,0.36266457025425924,modelo
TIROIDITIS AUTOINMUNE,1,945.0,0.44087774462835105,modelo
EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS INFERIORES,3,942.0,0.4558739854293896,modelo
"INCONTINENCIA URINARIA, NO ESPECIFICADA",2,941.0,0.48903157836139777,modelo
"ANGINA DE PECHO, NO ESPECIFICADA",1,940.0,0.4746775871185435,modelo
CARCINOMA IN SITU DEL COLON,1,937.0,0.3939260985105969,modelo
"ENFERMEDAD INFLAMATORIA PÉLVICA FEMENINA, NO ESPECIFICADA",3,936.0,0.3851202639009667,modelo
URETROCELE FEMENINO,1,932.0,0.44087774462835105,modelo
PREECLAMPSIA SEVERA,1,921.0,0.3845960889802644,modelo
"TAQUICARDIA, NO ESPECIFICADA",2,918.0,0.48903157836139777,modelo
PIELONEFRITIS CRÓNICA OBSTRUCTIVA,1,916.0,0.4043741327062119,modelo
OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS,1,913.0,0.3895140999866606,modelo
"HEPATITIS AGUDA TIPO A, CON COMA HEPÁTICO",3,911.0,0.4594340339329596,modelo
RUPTURA TRAUMÁTICA DE DISCO INTERVERTEBRAL LUMBAR,2,907.0,0.3523276025203437,modelo
"CÓLICO RENAL, NO ESPECIFICADO",3,904.0,0.46319536330862987,modelo
MASA NO ESPECIFICADA EN LA MAMA,1,902.0,0.4122109063316342,modelo
OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN,3,901.0,0.35291424775987784,modelo
"NEUMONIA, ORGANISMO NO ESPECIFICADO",1,886.0,0.4568782158023045,modelo
COLANGITIS,1,878.0,0.44087774462835105,modelo
GASTRITIS CRÓNICA SUPERFICIAL,1,877.0,0.49178978646858446,modelo
"LINFOMA NO HODGKIN, NO ESPECIFICADO",1,874.0,0.4262758953956457,modelo
"ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA",1,872.0,0.3494545099808245,modelo
QUISTE EPIDÉRMICO,2,866.0,0.4293152182742683,modelo
OBESIDAD,1,865.0,0.44087774462835105,modelo
OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES ESPECIFICADAS,1,862.0,0.3891908659833898,modelo
ENFERMEDAD DIVERTICULAR DEL INTESTINO DELGADO SIN PERFORACIÓN NI ABSCESO,1,859.0,0.41484848651167133,modelo
EMBOLIA Y TROMBOSIS DE VENA NO ESPECIFICADA,3,858.0,0.39540002944839975,modelo
AMIGDALITIS ESTREPTOCÓCICA,1,854.0,0.4034502606030467,modelo
QUISTE CEREBRAL,2,848.0,0.3694443766334699,modelo
COLITIS ULCERATIVA,1,842.0,0.37667875044067606,modelo
OTROS TRASTORNOS ARTICULARES ESPECIFICADOS,1,835.0,0.4550726208427251,modelo
OTRAS CATARATAS,2,834.0,0.4414258587373117,modelo
ARRITMIA POR REENTRADA VENTRICULAR,2,833.0,0.4862210812057063,modelo
"CAÍDA NO ESPECIFICADA, VIVIENDA",2,830.0,0.4017539967096708,modelo
PROSTATITIS CRÓNICA,1,830.0,0.4043741327062119,modelo
ESTRECHEZ URETRAL POSTRAUMÁTICA,1,823.0,0.43687324637357944,modelo
DISPLASIA CERVICAL MODERADA,1,822.0,0.3976183014967593,modelo
CARCINOMA IN SITU DEL RECTO,2,819.0,0.44088169962499274,modelo
ENTEROCOLITIS DEBIDA A CLOSTRIDIUM DIFFICILE,1,819.0,0.4540315869601437,modelo
"DERMATITIS ATÓPICA, NO ESPECIFICADA",1,816.0,0.4948731091287768,modelo
PIE PLANO [PES PLANUS] (ADQUIRIDO),1,815.0,0.4199856288748636,modelo
"ENFERMEDAD DE CROHN, NO ESPECIFICADA",1,813.0,0.4700576326040112,modelo
ESCLEROSIS SISTÉMICA PROGRESIVA,3,811.0,0.4941739999629726,modelo
"INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, DEBIDA A VIRUS DE LA INFLUENZA ESTACIONAL IDENTIFICADO",2,807.0,0.46779482615584683,modelo
ECTOPIA TESTICULAR,1,804.0,0.44087774462835105,modelo
"DIABETES MELLITUS, NO ESPECIFICADA",3,803.0,0.4422177835335861,modelo
ENFERMEDAD CARDÍACA HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA),3,801.0,0.48887863828115613,modelo
"ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA",2,798.0,0.36153584639471154,modelo
MASTOPATÍA QUÍSTICA DIFUSA,1,797.0,0.44087774462835105,modelo
"CÁLCULO DE LAS VÍAS URINARIAS INFERIORES, NO ESPECIFICADO",1,795.0,0.4212703031352037,modelo
"ÚLCERA GASTRICA, AGUDA CON PERFORACIÓN",3,791.0,0.3615329224176129,modelo
"INMUNODEFICIENCIA, NO ESPECIFICADA",1,789.0,0.34857773058032954,modelo
"ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA",2,786.0,0.3840079157959363,modelo
"ARRITMIA CARDÍACA, NO ESPECIFICADA",1,786.0,0.4084681385058403,modelo
CARCINOMA IN SITU DEL ENDOCÉRVIX,2,784.0,0.44088169962499274,modelo
OTRAS NEUMONÍAS BACTERIANAS,2,782.0,0.4236113208015645,modelo
HIDROCELE ENQUISTADO,1,781.0,0.44087774462835105,modelo
"INFECCIÓN DEBIDA A PAPOVAVIRUS,DE SITIO NO ESPECIFICADO",1,774.0,0.46174016632824766,modelo
OTRAS ARRITMIAS CARDIACAS ESPECIFICADAS,2,769.0,0.42606672058862244,modelo
TRAUMATISMO NO ESPECIFICADO DE LA MUÑECA Y DE LA MANO,2,767.0,0.45864222903914914,modelo
OTRAS FORMAS ESPECIFICADAS DE CATARATA,1,767.0,0.4126974555272329,modelo
OTROS ACNÉS,1,767.0,0.42493629641150543,modelo
PÓLIPO ANAL,1,763.0,0.4812582879732334,modelo
ESPONDILITIS ANQUILOSANTE,1,760.0,0.44087774462835105,modelo
ENDOMETRIOSIS,2,759.0,0.4794465380015785,modelo
"OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, CON OBSTRUCCIÓN, SIN GANGRENA",2,753.0,0.4096989938267707,modelo
"LEUCEMIA MIELOIDE CRÓNICA [LMC], BCR/ABL-POSITIVO",3,751.0,0.4705842752942291,modelo
SÍNDROME DE ABDUCCIÓN DOLOROSA DEL HOMBRO,1,749.0,0.4857591027307112,modelo
TIROIDITIS AGUDA,1,737.0,0.4399293681895331,modelo
NEURONITIS VESTIBULAR,1,734.0,0.44087774462835105,modelo
LUPUS ERITEMATOSO SISTEMICO,1,730.0,0.3784383428430893,modelo
OTRAS INSUFICIENCIAS RENALES CRÓNICAS,1,720.0,0.42192074226635357,modelo
"ESTRECHEZ URETRAL, NO ESPECIFICADA",2,716.0,0.48903157836139777,modelo
FRACTURAS MÚLTIPLES DE HUESOS METACARPIANOS,2,715.0,0.3727606627065663,modelo
OTROS TRASTORNOS ESPECIFICADOS DEL PENE,1,713.0,0.35507479590553886,modelo
OTROS DEFECTOS ESPECIFICADOS DE LA COAGULACIÓN,1,713.0,0.4794208297615616,modelo
OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,1,711.0,0.3656892867625336,modelo
"ENFERMEDAD DE LA VESÍCULA BILIAR, NO ESPECIFICADA",2,709.0,0.41450603116316237,modelo
OTROS DESPLAZAMIENTOS DE DISCO CERVICAL,2,702.0,0.499099098758596,modelo
"ICTERICIA NEONATAL, NO ESPECIFICADA",1,698.0,0.38222232127383376,modelo
CONTRACTURA MUSCULAR,1,697.0,0.44087774462835105,modelo
ESTENOSIS HIPERTRÓFICA CONGÉNITA DEL PÍLORO,2,696.0,0.45582865655643107,modelo
EPISTAXIS,1,693.0,0.44087774462835105,modelo
VAGINITIS AGUDA,1,692.0,0.4399293681895331,modelo
VITÍLIGO,1,690.0,0.44087774462835105,modelo
OTROS HIPOTIROIDISMOS,1,688.0,0.42493629641150543,modelo
HIPERPARATIROIDISMO PRIMARIO,1,685.0,0.44087774462835105,modelo
OTROS TRASTORNOS INFLAMATORIOS DEL PENE,1,684.0,0.35063723435259775,modelo
"GLAUCOMA, NO ESPECIFICADO",1,684.0,0.41610052739449616,modelo
EXAMENES Y CONTACTOS PARA FINES ADMINISTRATIVOS,1,682.0,0.495768290091099,modelo
EMBOLIA PULMONAR,1,679.0,0.41716034322995094,modelo
FARINGITIS AGUDA,1,676.0,0.4399293681895331,modelo
PANICULITIS QUE AFECTA REGIONES DEL CUELLO Y DE LA ESPALDA,1,672.0,0.43943551700087846,modelo
"INFLUENZA CON NEUMONÍA, VIRUS NO IDENTIFICADO",2,671.0,0.4307891254819566,modelo
OTROS TRASTORNOS FUNCIONALES ESPECIFICADOS DEL INTESTINO,3,669.0,0.3690248416867982,modelo
MIGRAÑA,1,669.0,0.4492948316964621,modelo
CONTROL DE SALUD DE RUTINA DEL NIÑO,1,668.0,0.4495714009794382,modelo
DUODENITIS,1,668.0,0.44087774462835105,modelo
ESPERMATOCELE,1,668.0,0.44087774462835105,modelo
NEUMONÍA DEBIDA A OTROS MICROORGANISMOS INFECCIOSOS ESPECIFICADOS,3,666.0,0.37845436175578234,modelo
"MANO O PIE EN GARRA O EN TALIPES, PIE EQUINOVARO O ZAMBO ADQUIRIDOS",2,665.0,0.44752789700983037,modelo
OTRAS ENFERMEDADES ESPECIFICADAS DEL INTESTINO,3,664.0,0.4235778820048956,modelo
TENDINITIS DEL BÍCEPS,2,663.0,0.47573436020665627,modelo
DOLOR AGUDO,3,662.0,0.4512416743003669,modelo
PÓLIPO DEL COLON,1,657.0,0.4362211184777234,modelo
TRAUMATISMOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,2,656.0,0.4017319397687856,modelo
PANSINUSITIS CRÓNICA,1,648.0,0.4043741327062119,modelo
"TRISOMÍA 21, POR FALTA DE DISYUNCIÓN MEIÓTICA",1,645.0,0.46878886000552,modelo
ASMA,1,643.0,0.44087774462835105,modelo
"LINFOMA DE HODGKIN, NO ESPECIFICADO",1,640.0,0.465273351684094,modelo
ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON,2,639.0,0.4668231587247963,modelo
"OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFÁTICO, HEMATOPOYÉTICO Y TEJIDOS AFINES",2,639.0,0.4565430308720766,modelo
"NEURALGIA Y NEURITIS, NO ESPECIFICADAS",2,639.0,0.42675791936611185,modelo
CONDUCTO ARTERIOSO PERSISTENTE,1,639.0,0.43836618510999165,modelo
LEUCEMIA LINFOCÍTICA CRÓNICA DE CÉLULA TIPO B,1,638.0,0.471210816541915,modelo
TRAUMATISMO POR APLASTAMIENTO DEL PULGAR Y OTRO(S) DEDO(S),1,636.0,0.3495320845169266,modelo
"BRADICARDIA, NO ESPECIFICADA",2,636.0,0.48903157836139777,modelo
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DE OTROS SITIOS",2,635.0,0.40611451120039227,modelo
OTRAS ENFERMEDADES ESPECIFICADAS DEL ESTÓMAGO Y DEL DUODENO,2,634.0,0.4329172569230993,modelo
MIALGIA,1,632.0,0.44087774462835105,modelo
DEFECTO DEL TABIQUE AURICULAR,2,631.0,0.47573436020665627,modelo
ENTEROCOLITIS (CRONICA) ULCERATIVA,3,630.0,0.37682543235294474,modelo
"ENFERMEDAD CARDÍACA, NO ESPECIFICADA",3,629.0,0.39866275813916785,modelo
NEURITIS ÓPTICA,1,625.0,0.44087774462835105,modelo
NEUMONÍA DEBIDA A KLEBSIELLA PNEUMONIAE,1,621.0,0.4358717623147039,modelo
OTROS TRASTORNOS DE LA GLÁNDULA HIPÓFISIS,2,621.0,0.43115714839701463,modelo
FIBROSIS HEPÁTICA,1,616.0,0.44087774462835105,modelo
OTROS EMBARAZOS ECTÓPICOS,1,615.0,0.42493629641150543,modelo
RUPTURA TRAUMÁTICA DE DISCO CERVICAL INTERVERTEBRAL,2,614.0,0.4615535797058891,modelo
PÚRPURA ALÉRGICA,1,614.0,0.48538488736013635,modelo
DILATACIÓN AGUDA DEL ESTÓMAGO,1,613.0,0.3656491960438155,modelo
OTRAS ARTRITIS REUMATOIDES,2,610.0,0.43206671775672634,modelo
ESPOLÓN CALCÁNEO,1,610.0,0.44087774462835105,modelo
FRACTURAS DE OTRAS PARTES DEL FÉMUR,2,609.0,0.4070953282372456,modelo
OTROS TRASTORNOS DEL SISTEMA URINARIO,3,609.0,0.4497230504551548,modelo
ADHERENCIAS [BRIDAS] INTESTINALES CON OBSTRUCCIÓN,2,609.0,0.45646209457484455,modelo
BOCIO DIFUSO NO TÓXICO,1,606.0,0.4710069416618428,modelo
(OSTEO)ARTROSIS PRIMARIA GENERALIZADA,1,605.0,0.44087774462835105,modelo
ACORTAMIENTO DEL TENDÓN DE AQUILES (ADQUIRIDO),1,601.0,0.43287694058129844,modelo
OTRAS TROMBOCITOPENIAS PRIMARIAS,1,596.0,0.40550123918761727,modelo
ARTRITIS REUMATOIDE SEROPOSITIVA,1,596.0,0.4409880310578289,modelo
HIPOTIROIDISMO SUBCLÍNICO POR DEFICIENCIA DE YODO,2,595.0,0.42571965812051743,modelo
CÁLCULO EN LA URETRA,2,593.0,0.3675853075076482,modelo
HIPERLIPIDEMIA NO ESPECIFICADA,1,591.0,0.44172025800507386,modelo
OTROS SÍNDROMES DE CEFALEA ESPECIFICADOS,1,588.0,0.4629355389238337,modelo
TRAUMATISMOS SUPERFICIALES MÚLTIPLES DEL PIE Y DEL TOBILLO,2,586.0,0.4394844401264269,modelo
OTROS TRASTORNOS ESPECIFICADOS DE LA RETINA,2,584.0,0.43749997733258184,modelo
"TRATORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO",1,580.0,0.45051317682123126,modelo
ARTROPATÍA PSORIÁSICA,1,578.0,0.44087774462835105,modelo
ENFERMEDAD DEL ALMACENAMIENTO DE GLUCÓGENO,2,577.0,0.4028042835010687,modelo
"ESPONDILOPATÍA INFLAMATORIA, NO ESPECIFICADA",2,576.0,0.3877806185020605,modelo
"OTRAS DIABETES MELLITUS ESPECIFICADAS, SIN MENCIÓN DE COMPLICACIÓN",3,575.0,0.4596187532678182,modelo
CISTITIS INTERSTICIAL (CRÓNICA),1,574.0,0.4102663193089958,modelo
MELANOMA MALIGNO DEL LABIO,3,573.0,0.4807920732996531,modelo
PARÁLISIS CEREBRAL ESPÁSTICA CUADRIPLÉJICA,2,570.0,0.41605012691091303,modelo
"ASFIXIA DEL NACIMIENTO, NO ESPECIFICADA",2,569.0,0.4709276761948631,modelo
VÓLVULO,1,565.0,0.44087774462835105,modelo
EMBARAZO TUBÁRICO,1,565.0,0.4178967051064699,modelo
FIEBRE DEL DENGUE HEMORRÁGICO,2,565.0,0.49591337439182914,modelo
INFARTO ANTIGUO DEL MIOCARDIO,3,564.0,0.44232017984607724,modelo
SÍNDROME DEL SENO ENFERMO,2,563.0,0.48031199685801856,modelo
OTRAS ENFERMEDADES ESPECIFICADAS DEL ANO Y DEL RECTO,2,561.0,0.4329172569230993,modelo
DISPEPSIA FUNCIONAL,1,558.0,0.44087774462835105,modelo
TRAUMATISMO DE TENDON DEL MANGUITO ROTATORIO DEL HOMBRO,2,557.0,0.4408492365946513,modelo
ENTERITIS DEBIDA A ROTAVIRUS,1,555.0,0.48831311005873096,modelo
"DIFICULTAD RESPIRATORIA DEL RECIÉN NACIDO, NO ESPECIFICADA",3,554.0,0.4842338555831817,modelo
OTRAS MIGRAÑAS,2,554.0,0.4414258587373117,modelo
"PSORIASIS, NO ESPECIFICADA",1,553.0,0.4325154180011929,modelo
SÍNDROME DE INFECCIÓN AGUDA DEBIDA A VIH,1,551.0,0.4810211575932018,modelo
COLITIS Y GASTROENTERITIS ALÉRGICAS Y DIETÉTICAS,1,550.0,0.4995643271527001,modelo
CUERPO FLOTANTE EN LA RODILLA,1,547.0,0.3624397093722231,modelo
TRAUMATISMO SUPERFICIAL DE REGIÓN NO ESPECIFICADA DEL CUERPO,1,547.0,0.4285326814033356,modelo
RUPTURA TRAUMÁTICA DE LIGAMENTOS DEL DEDO DE LA MANO EN LA(S) ARTICULACIÓN(ES) METACARPOFALÁNGICA E INTERFALÁNGICA,1,544.0,0.3997003581565104,modelo
ENFERMEDAD DE CROHN DEL INTESTINO DELGADO,2,543.0,0.42350297756331906,modelo
OTRAS DEGENERACIONES DE DISCO CERVICAL,2,543.0,0.4459097335552407,modelo
BLOQUEO AURICULOVENTRICULAR COMPLETO,1,541.0,0.43602615631354447,modelo
ILEOCOLITIS (CRÓNICA) ULCERATIVA,3,539.0,0.37682543235294474,modelo
HIDRONEFROSIS CON OBSTRUCCIÓN DE LA UNIÓN URÉTERO-PÉLVICA,1,539.0,0.41947579521969636,modelo
GLAUCOMA,1,538.0,0.44087774462835105,modelo
ABSCESO DEL INTESTINO,3,538.0,0.4172478237048882,modelo
"INSUFICIENCIA CARDÍACA, NO ESPECIFICADA",3,538.0,0.4633320885385038,modelo
"ENFERMEDADES DE LA TRÁQUEA Y DE LOS BRONQUIOS, NO CLASIFICADAS EN OTRA PARTE",3,535.0,0.4616096405473737,modelo
OTROS TRASTORNOS DEL ALMACENAMIENTO DE LÍPIDOS,1,534.0,0.48999327860527214,modelo
"FIEBRE, NO ESPECIFICADA",1,534.0,0.41454712808593996,modelo
"SINOVITIS Y TENOSINOVITIS, NO ESPECIFICADA",1,530.0,0.4975246634678498,modelo
TRAUMATISMOS SUPERFICIALES MÚLTIPLES DE LA MUÑECA Y DE LA MANO,1,529.0,0.46959952131633903,modelo
ANGIOPATÍA CEREBRAL AMILOIDE,1,528.0,0.361436049180109,modelo
OTRAS PSORIASIS,1,527.0,0.45678919802675283,modelo
"LINFOMA DE CÉLULAS B, SIN OTRA ESPECIFICACIÓN",1,526.0,0.47371746311536,modelo
"POLIARTRITIS, NO ESPECIFICADA",2,525.0,0.48903157836139777,modelo
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DEL CUELLO",2,523.0,0.4742577449013668,modelo
OTRAS ARTROPATÍAS PSORIÁSICAS,2,523.0,0.4414258587373117,modelo
ANEMIA POR DEFICIENCIA DE HIERRO SECUNDARIA A PÉRDIDA DE SANGRE (CRÓNICA),1,520.0,0.48402919840314984,modelo
LARINGITIS AGUDA,1,519.0,0.4399293681895331,modelo
TRAUMATISMOS DEL ENCÉFALO Y DE NERVIOS CRANEALES CON TRAUMATISMO DE NERVIOS Y MÉDULA ESPINAL A NIVEL DEL CUELLO,2,516.0,0.4345086128437112,modelo
"OSTEOPOROSIS IDIOPÁTICA, SIN FRACTURA PATOLÓGICA",1,516.0,0.4965270242225236,modelo
PERICARDITIS IDIOPÁTICA AGUDA INESPECÍFICA,1,516.0,0.45429923412078216,modelo
BLEFAROPTOSIS,1,511.0,0.44087774462835105,modelo
TRAUMATISMO DEL TENDÓN Y MÚSCULO EXTENSOR DE OTRO(S) DEDO(S) A NIVEL DE LA MUÑECA Y DE LA MANO,1,506.0,0.4717669876301372,modelo
"OSTEOCONDROPATÍA, NO ESPECIFICADA",2,504.0,0.48903157836139777,modelo
RUPTURA DE QUISTE SINOVIAL POPLÍTEO,1,500.0,0.49497269352919315,modelo
AUTISMO EN LA NIÑEZ,1,495.0,0.4219917873564764,modelo
OTROS TRASTORNOS DEL DESARROLLO DE LOS DIENTES,1,494.0,0.49912471292530625,modelo
"ESTRABISMO, NO ESPECIFICADO",1,491.0,0.41610052739449616,modelo
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES,3,490.0,0.42439691382158673,modelo
"LEUCEMIA, NO ESPECIFICADA",3,489.0,0.37104729193888525,modelo
HALLUX RIGIDUS,1,487.0,0.44087774462835105,modelo
"HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA",3,487.0,0.47307176114262506,modelo
ANEMIA DE TIPO NO ESPECIFICADO,1,487.0,0.4283882557080684,modelo
"SÍNDROME DE KLINEFELTER, CARIOTIPO 47, XXY",1,485.0,0.47411172046722294,modelo
"TRASTORNO ARTICULAR, NO ESPECIFICADO",1,484.0,0.4641388554508232,modelo
FRACTURAS MÚLTIPLES DE COSTILLAS,1,479.0,0.4406692159652083,modelo
INFECCIÓN AGUDA NO ESPECIFICADA DE LAS VÍAS RESPIRATORIAS INFERIORES,1,478.0,0.4342532422688047,modelo
EMBOLIA Y TROMBOSIS DE LA AORTA ABDOMINAL,2,473.0,0.40417640145701256,modelo
PANSINUSITIS AGUDA,1,470.0,0.4399293681895331,modelo
EMBOLIA PULMONAR SIN MENCIÓN DE CORAZÓN PULMONAR AGUDO,3,468.0,0.4879607564060723,modelo
TRASTORNOS DEL INICIO Y DEL MANTENIMIENTO DEL SUEÑO [INSOMNIOS],2,466.0,0.41286502175710005,modelo
"TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TOBILLO, NO ESPECIFICADO",2,466.0,0.49489035519894864,modelo
ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PÁRPADO,2,465.0,0.46533041115212403,modelo
PANCREATITIS CRÓNICA INDUCIDA POR EL ALCOHOL,2,465.0,0.4299503492874355,modelo
OTRAS ENFERMEDADES PULMONARES INTERSTICIALES CON FIBROSIS,2,464.0,0.3580389212079339,modelo
"NEUMONÍA LOBAR, NO ESPECIFICADA",1,463.0,0.3958287961746075,modelo
LINFOMA FOLICULAR GRADO III NO ESPECIFICADO,1,459.0,0.44903934288484515,modelo
FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES,1,458.0,0.4794000205762331,modelo
TUMORES BENIGNOS LIPOMATOSOS,1,456.0,0.44087774462835105,modelo
"INFECCIÓN INTESTINAL BACTERIANA, NO ESPECIFICADA",1,456.0,0.42361228172313714,modelo
"URTICARIA, NO ESPECIFICADA",2,450.0,0.48903157836139777,modelo
OTRAS ENFERMEDADES ESPECIFICADAS DEL HÍGADO,2,449.0,0.3586251098460137,modelo
